"id","type","description","name"
"txcd_37070002","physical","Prewritten (""canned"") software on tangible media used for non-recreational purposes, such as antivirus, database, educational, financial, word processing, etc. The software is intended for personal use, rather than for consumption in a commercial enterprise. Note: The distinction between business use and personal use for this tax code is relevant only if you are transacting business in the US.","Canned Software - Tangible Medium - Non-recreational"
"txcd_37071001","digital","A charge, apart from the charge for the software, for an agreement that is not required to be purchased in order to obtain the software.  The agreement entitles the software user to obtain periodic canned software updates, upgrades, and error corrections in electronic form.","Software Maintenance Agreement - Optional, Prewritten, Electronic Delivery, Updates Only"
"txcd_37071002","digital","A charge, apart from the charge for the software, for an agreement that is not required to be purchased in order to obtain the software.  The agreement entitles the software user to obtain periodic canned software updates, upgrades, and error corrections in electronic form, as well as non-separately stated support sevices, such as consulation or phone support.","Software Maintenance Agreement - Optional, Prewritten, Electronic Delivery, Updates and Services"
"txcd_37071003","services","A charge, apart from the charge for the software, for an agreement that is not required to be purchased in order to obtain the software.  The agreement entitles the software user to only support sevices, such as consulation or phone support.  The agreements does not include periodic canned software updates, upgrades, or error corrections in any form.","Software Maintenance Agreement - Optional, Prewritten, Services Only"
"txcd_37071006","physical","A charge, apart from the charge for the software, for an agreement that is not required to be purchased in order to obtain the software.  The agreement entitles the software user to obtain periodic canned software updates, upgrades, and error corrections in tangible form.","Software Maintenance Agreement - Optional, Prewritten, Tangible Delivery, Updates Only"
"txcd_37071007","physical","A charge, apart from the charge for the software, for an agreement that is not required to be purchased in order to obtain the software.  The agreement entitles the software user to obtain periodic canned software updates, upgrades, and error corrections in tangible form, as well as non-separately stated support sevices, such as consulation or phone support.","Software Maintenance Agreement - Optional, Prewritten, Tangible Delivery, Updates and Services"
"txcd_37071009","digital","A charge, apart from the charge for the software, for an agreement that is not required to be purchased in order to obtain the software.  The agreement entitles the software user to obtain, from the original seller of the software, periodic custom software updates, upgrades, and error corrections in electronic form.","Software Maintenance Agreement - Optional, Custom, Electronic Delivery, Updates Only"
"txcd_37071010","digital","A charge, apart from the charge for the software, for an agreement that is not required to be purchased in order to obtain the software.  The agreement entitles the software user to obtain, from the original seller of the software, periodic custom software updates, upgrades, and error corrections in electronic form, as well as non-separately stated support sevices, such as consulation or phone support.","Software Maintenance Agreement - Optional, Custom, Electronic Delivery, Updates and Services"
"txcd_37071011","services","A charge, apart from the charge for the software, for an agreement that is not required to be purchased in order to obtain the software.  The agreement entitles the software user to only support sevices, such as consulation or phone support.  The agreements does not include periodic custom software updates, upgrades, or error corrections in any form.","Software Maintenance Agreement - Optional, Custom, Services Only"
"txcd_37071014","services","A charge, apart from the charge for the software, for an agreement that is not required to be purchased in order to obtain the software.  The agreement entitles the software user to obtain, from the original seller of the software, periodic custom software updates, upgrades, and error corrections in tangible form.","Software Maintenance Agreement - Optional, Custom, Tangible Delivery, Updates Only"
"txcd_37071015","services","A charge, apart from the charge for the software, for an agreement that is not required to be purchased in order to obtain the software.  The agreement entitles the software user to obtain, from the original seller of the software, periodic custom software updates, upgrades, and error corrections in tangible form, as well as non-separately stated support sevices, such as consulation or phone support.","Software Maintenance Agreement - Optional, Custom, Tangible Delivery, Updates and Services"
"txcd_37071101","digital","A charge, apart from the charge for the software, for an agreement that is required to be purchased in order to obtain the software.  The agreement entitles the software user to obtain periodic canned software updates, upgrades, and error corrections in electronic form.  The agreement may or may not also include non-separately stated support sevices, such as consulation or phone support.","Software Maintenance Agreement - Mandatory, Prewritten, Electronic Delivery"
"txcd_37071103","physical","A charge, apart from the charge for the software, for an agreement that is required to be purchased in order to obtain the software.  The agreement entitles the software user to obtain periodic canned software updates, upgrades, and error corrections in tangible form.  The agreement may or may not also include non-separately stated support sevices, such as consulation or phone support.","Software Maintenance Agreement - Mandatory, Prewritten, Tangible Delivery"
"txcd_37071104","digital","A charge, apart from the charge for the software, for an agreement that is required to be purchased in order to obtain the software.  The agreement entitles the software user to obtain periodic custom software updates, upgrades, and error corrections in electronic form.  The agreement may or may not also include non-separately stated support sevices, such as consulation or phone support.","Software Maintenance Agreement - Mandatory, Custom, Electronic Delivery"
"txcd_37071106","services","A charge, apart from the charge for the software, for an agreement that is required to be purchased in order to obtain the software.  The agreement entitles the software user to obtain periodic custom software updates, upgrades, and error corrections in tangible form.  The agreement may or may not also include non-separately stated support sevices, such as consulation or phone support.","Software Maintenance Agreement - Mandatory, Custom, Tangible Delivery"
"txcd_40010000","physical","Grain, as an important staple food, is the harvested seed of grasses such as wheat, oats, rice, corn, orghum, millet, rye, and barley.","Cereal Grains"
"txcd_40010001","physical","A dough of flour, eggs, and water made in different shapes and dried or used fresh.","Pasta"
"txcd_40010002","physical","The starchy grain of ceral grass used as a staple food.","Rice"
"txcd_40020002","physical","Cooking oils such as olive oil, vegetable oil, corn oil, etc.","Edible Oils"
"txcd_40020004","physical","A sweet substance especially from the plants sugar cane and sugar beet, used to make food and drinks sweet.  This category also supports artifical sugars such as saccharine, aspartame, sucralose, etc.","Sugar and Sugar Substitutes"
"txcd_40020005","physical","Flour is a white or brown powder that is made by grinding grain, used chielfy in baking.","Flour"
"txcd_40020006","physical","A type of plant whose leaves are used in cooking to give flavor to particular dishes, such as basil, oregano, and cilantro, etc.","Herbs"
"txcd_40020007","physical","Seasonings such as salt, pepper, paprika, chili powder, etc.","Seasonings"
"txcd_40020008","physical","Any edible dye, pigment, or substance that imparts color when it is added to food or drink.","Food Coloring"
"txcd_40040000","physical","Food and beverage products sold at retail grocery-type establishments that are intended for consumption off the premises of the vendor.","Food for Non-Immediate Consumption"
"txcd_40040003","physical","A dark brown powder made from cocoa beans, used to add a chocolate flavor to beverages, as in hot chocolate.","Cocoa Mix"
"txcd_40040004","physical","Foods and formulas meant for feeding babies and infants.","Baby Food"
"txcd_40040009","physical","A dark brown powder made from cocoa beans, used to make chocolate and add a chocolate flavor to the baking process.","Baking Cocoa"
"txcd_40040010","physical","Ice for human consumption.","Ice Cubes"
"txcd_40040013","physical","The flesh (muscle tissue) of an animal consumed as food.","Meat and Meat Products"
"txcd_40040016","physical","Nuts and seeds in unroasted, unsalted, unflavored form.","Nuts and Seeds"
"txcd_40040017","physical","Nuts and seeds that have been salted, spiced, smoked, or roasted.","Nuts and Seeds, Processed"
"txcd_40040019","physical","Vegetables are parts of plants that are consumed as food.","Vegetables"
"txcd_40040020","physical","Cracker bread is a thin and crispy flat bread that is often used as an accompaniment to meals in many different cultures, most notably Turkish, Indian, and Mediterranean cuisine.","Cracker Bread"
"txcd_40040021","physical","Plain Breads include items ordinary loaves, such as sourdough, multigrain, and rye loaves.","Plain Breads"
"txcd_40040022","physical","Specialty Breads are artisan breads, including cheese bread, olive loaves, date and walnut bread, etc.","Speciality Breads"
"txcd_40050003","physical","Food bundle or basket containing food staples combined with tangible personal property, with the food comprising between 50% and 75% of the overall value of the bundle.","Food/TPP Bundle - with Food between 50% and 75%"
"txcd_40050004","physical","Food bundle or basket containing food staples combined with tangible personal property, with the food comprising between 50% and 90% of the overall value of the bundle.","Food/TPP Bundle with Food 50% to 90%"
"txcd_40050005","physical","Food bundle or basket containing food staples combined with tangible personal property, with the food comprising 90% or more of the overall value of the bundle.","Food/TPP Bundle with Food 90% or more"
"txcd_40050006","physical","Food bundle or basket containing food staples combined with tangible personal property, with the food comprising less than 50% of the overall value of the bundle.","Food/TPP Bundle with Food less than 50%"
"txcd_40050007","physical","Food bundle or basket containing food staples combined with tangible personal property, with the food comprising 90% or more of the overall value of the bundle, where all food consists of candy (not containing flour).","Food/TPP Bundle - with Food 90% or more - Food is all Candy"
"txcd_40050008","physical","Food bundle or basket containing food staples combined with tangible personal property, with the food comprising between 50% and 75% of the overall value of the bundle, where all food consists of candy (not containing flour).","Food/TPP Bundle - with Food between 50% and 75% - Food is all Candy"
"txcd_40050009","physical","Food bundle or basket containing food staples combined with tangible personal property, with the food comprising between 76% and 89% of the overall value of the bundle.","Food/TPP Bundle - with Food between 76% and 89%"
"txcd_40050010","physical","Food bundle or basket containing food staples combined with tangible personal property, with the food comprising between 76% and 89% of the overall value of the bundle, where all food consists of candy (not containing flour).","Food/TPP Bundle - with Food between 76% and 89% - Food is all Candy"
"txcd_40051001","physical","Food bundle or basket containing food staples combined with candy, with the candy comprising 10% or less of the overall value of the bundle (food comprises 90% or more).  Note that any candy containing flour should be considered as food (and not candy) when determining bundle percentages.","Food/Candy Bundle - with Candy 10% or less"
"txcd_40051002","physical","Food bundle or basket containing food staples combined with candy, with the candy comprising between 11% and 24% of the overall value of the bundle (food comprises 76% to 89%).  Note that any candy containing flour should be considered as food (and not candy) when determining bundle percentages.","Food/Candy Bundle - with Candy 11% to 24%"
"txcd_40051003","physical","Food bundle or basket containing food staples combined with candy, with the candy comprising between 25% and 49% of the overall value of the bundle (food comprises 51 to 75%).  Note that any candy containing flour should be considered as food (and not candy) when determining bundle percentages.","Food/Candy Bundle - with Candy 25% to 49%"
"txcd_40051004","physical","Food bundle or basket containing food staples combined with candy, with the candy comprising 50% or more of the overall value of the bundle (food comprises 50% or less). Note that any candy containing flour should be considered as food (and not candy) when determining bundle percentages.","Food/Candy Bundle - with Candy 50% or more"
"txcd_40060003","physical","Food and beverage products in a form suited for consumption on the premises of the vendor, described as prepared foods, ready-to-eat foods, or meals.  Always utilize this PTC for heated foods, heated beverages, dispensed beverages, and foods sold with eating utensils.","Food for Immediate Consumption"
"txcd_40070001","physical","Granola Bars, Cereal Bars, Energy Bars, Protein Bars containing flour.","Granola Bars, Cereal Bars, Energy Bars, Protein Bars Containing Flour"
"txcd_40070002","physical","Granola Bars, Cereal Bars, Energy Bars, Protein Bars containing no flour.","Granola Bars, Cereal Bars, Energy Bars, Protein Bars Containing No Flour"
"txcd_40070005","physical","Snack foods including chips, crisps, puffs, curls or sticks, popped corn, brittle pretzels, salted nuts and salted seeds, granola products and snack mixes. This category does not include items such as crackers, cookies, snack cakes or breakfast cereal.","Snack Foods"
"txcd_40070006","physical","A biscuit is a typically hard, small baked product that would be called a ""cookie"" In the US.","Biscuits/Cookies - Plain"
"txcd_40070007","physical","A biscuit is a typically hard, small baked product that would be called a ""cookie"" In the US.  This cookie is covered or coated in chocolate.","Biscuits/Cookies - Chocolate Coated"
"txcd_40090001","physical","Tablet, capsule, powder, softgel, gelcap, or liquid intended that contain a vitamin, mineral, herb, other botanical, or amino acid and is labeled as a dietary supplement identifiable by the ""supplement facts"" box found on the label.","Dietary Supplements"
"txcd_40090002","physical","Nutritional supplement in powder form, dairy based or plant based, focused on increasing ones intake of protein for various benefits.","Protein Powder"
"txcd_40090005","physical","A food which intended to be or is represented for special dietary use solely as a food for infants by reason of its simulation of human milk or its suitability as a complete or partial substitute for human milk.","Infant Formula"
"txcd_40090008","physical","Products in various forms that are intended for ingestion and represented as a conventional food and labeled as a nutritional supplement and identifiable by the ""Nutrition Facts"" box found on the label.","Nutritional Supplements"
"txcd_40100001","physical","A preparation of natural or artificial sweeteners in combination with chocolate, fruits, nuts, or other ingredients or flavorings in the form of bars, drops, or pieces.","Candy"
"txcd_40100002","physical","A preparation of natural or artificial sweeteners in combination with chocolate, fruits, nuts, or other ingredients or flavorings in the form of bars, drops, or pieces and that contains flour as an ingredient.","Candy (Contains Flour)"
"txcd_40100003","physical","Ice cream, frozen yogurt, or similar, packaged in a container that is one pint or larger. The default behavior of this category assumes off-premises consumption.","Ice Cream, Packaged - One Pint or Greater"
"txcd_40100004","physical","Ice cream, frozen yogurt, or similar, packaged in a container that is less than one pint. The default behavior of this category assumes off-premises consumption.","Ice Cream, Packaged - Less Than One Pint Container"
"txcd_40100010","physical","A soft, cohesive substance designed to be chewed without being swallowed.","Chewing Gum"
"txcd_40100011","physical","A mint -flavored candy intended to freshen the breath.","Breath Mints"
"txcd_40400005","physical","Dried fruit is fruit from which the majority of the original water content has been removed either naturally, through sun drying, or through the use of specialized dryers or dehydrators.  Common dried fruits are dried fruits sold are raisins, dates, prunes, and figs.","Dried Fruit - Unsweetened"
"txcd_41020001","physical","Beer is an alcoholic drink that is flavored with hops and consists of yeast-fermented malt. Malt beverage is a type of alcoholic drink in which the grain, or seed, of the barley plant is the main ingredient.  This code represents packaged beverages for non-immediate consumption.","Alcoholic Beverages - Beer/Malt Beverage"
"txcd_41020002","physical","Alcoholic beverages created in a distillation process, and are known by the common names of vodka, gin, whiskey, rum, tequila, brandy, etc.  This code represents packaged beverages for non-immediate consumption.","Alcoholic Beverages - Spirits"
"txcd_41020003","physical","An alcoholic beverage created through fermentation of grapes of various varieties.  This code represents packaged beverages for non-immediate consumption.","Alcoholic Beverages - Wine"
"txcd_41030001","physical","Regular, unsweetened, non carbonated water sold in containers.  Includes waters containing only natural flavors or essences.  Does not include distilled water.","Bottled Water"
"txcd_41030002","physical","Bottled Water for human consumption, unsweetened, carbonated artifically.  Includes carbonated waters containing only natural flavors or essences.","Bottled Water - Carbonated Artificially"
"txcd_41030003","physical","Bottled Water for human consumption, unsweetened, carbonated naturally. Includes carbonated waters containing only natural flavors or essences.","Bottled Water - Carbonated Naturally"
"txcd_41040002","physical","Carbonated non-alcoholic beverages that contain natural or artificial sweeteners, and zero natural fruit or vegetable juice, not including carbonated water. Includes energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients.","Carbonated Soft Drinks - 0% Fruit or Vegetable juice"
"txcd_41040003","physical","Ready to drink non-carbonated beverage containing tea with natural or artificial sweeteners.","Bottled Tea - Non-Carbonated - Sweetened"
"txcd_41040004","physical","Bottled water for human consumption, containing natural or artificial sweeteners, non-carbonated.  Waters containing zero calorie natural flavoring should be associated with the 'Bottled Water' PTC.","Bottled water - Sweetened"
"txcd_41040005","physical","Bottled water for human consumption, containing natural or artificial sweeteners, carbonated.  Carbonated waters containing zero calorie natural flavoring should be associated with either the the 'Bottled Water - Carbonated Artificially' PTC or the 'Bottled Water - Carbonated Naturally' PTC.","Bottled water - Carbonated - Sweetened"
"txcd_41040008","physical","Non-carbonated, non-alcoholic beverages that contain sweeteners, and zero natural fruit or vegetable juice, such as sweetened cocktail mixes that can be combined with alcohol, but doesn't include flavored water.","Non-Carbonated Soft Drinks - 0% Fruit or Vegetable juice"
"txcd_41040009","physical","Carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 1 - 9% natural vegetable juice. This does not include flavored carbonated water. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients.","Soft Drinks - Carbonated - 1 -9% Vegetable juice"
"txcd_41040010","physical","Carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 1 - 9% natural fruit juice. This does not include flavored carbonated water. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients.","Soft Drinks - Carbonated - 1-9% Fruit juice"
"txcd_41040011","physical","Carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 10 - 24% natural fruit juice.  This does not include flavored carbonated water.  This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients.","Soft Drinks - Carbonated - 10-24% Fruit juice"
"txcd_41040012","physical","Carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 10 - 24% natural vegetable juice. This does not include flavored carbonated water. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients.","Soft Drinks - Carbonated - 10-24% Vegetable juice"
"txcd_41040013","physical","Carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 100% natural fruit or vegetable juice. This does not include flavored carbonated water. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients.","Soft Drinks - Carbonated - 100% Fruit or Vegetable juice"
"txcd_41040014","physical","Carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 25 - 50% natural fruit juice. This does not include flavored carbonated water. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients.","Soft Drinks - Carbonated - 25-50% Fruit juice"
"txcd_41040015","physical","Carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 25 - 50% natural vegetable juice. This does not flavored carbonated water. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients.","Soft Drinks - Carbonated - 25-50% Vegetable juice"
"txcd_41040016","physical","Carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 51 - 69% natural fruit juice. This does not include flavored carbonated water. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients.","Soft Drinks - Carbonated - 51-69% Fruit juice"
"txcd_41040017","physical","Carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 51 - 69% natural vegetable juice. This does not include flavored carbonated water. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients.","Soft Drinks - Carbonated - 51-69% Vegetable juice"
"txcd_41040018","physical","Carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 70 - 99% natural fruit juice. This does not include flavored carbonated water. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients.","Soft Drinks - Carbonated - 70-99% Fruit juice"
"txcd_41040019","physical","Carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 70 - 99% natural vegetable juice. This does not include flavored carbonated water. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients.","Soft Drinks - Carbonated - 70-99% Vegetable juice"
"txcd_41040020","physical","Non-carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 1 - 9% natural vegetable juice. This does not include flavored water. This does include sweetened cocktail mixes that can be combined with alcohol. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients.","Soft Drinks - Non-Carbonated - 1 -9% Vegetable juice"
"txcd_41040021","physical","Non-carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 1 - 9% natural fruit juice. This does not include flavored water. This does include sweetened cocktail mixes that can be combined with alcohol. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients.","Soft Drinks - Non-Carbonated - 1-9% Fruit juice"
"txcd_41040022","physical","Non-carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 10 - 24% natural fruit juice. This does not include flavored water. This does include sweetened cocktail mixes that can be combined with alcohol. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients.","Soft Drinks - Non-Carbonated - 10-24% Fruit juice"
"txcd_41040023","physical","Non-carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 10 - 24% natural vegetable juice. This does not include flavored water. This does include sweetened cocktail mixes that can be combined with alcohol. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients.","Soft Drinks - Non-Carbonated - 10-24% Vegetable juice"
"txcd_41040024","physical","Non-carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 100% natural fruit or vegetable juice. This does not include flavored water. This does include sweetened cocktail mixes that can be combined with alcohol. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients.","Soft Drinks - Non-Carbonated - 100% Fruit or Vegetable juice"
"txcd_41040025","physical","Non-carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 25 - 50% natural fruit juice. This does not include flavored water. This does include sweetened cocktail mixes that can be combined with alcohol. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients.","Soft Drinks - Non-Carbonated - 25-50% Fruit juice"
"txcd_41040026","physical","Non-carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 25 - 50% natural vegetable juice. This does not include flavored water. This does include sweetened cocktail mixes that can be combined with alcohol. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients.","Soft Drinks - Non-Carbonated - 25-50% Vegetable juice"
"txcd_41040027","physical","Non-carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 51 - 69% natural fruit juice. This does not include flavored water. This does include sweetened cocktail mixes that can be combined with alcohol. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients.","Soft Drinks - Non-Carbonated - 51-69% Fruit juice"
"txcd_41040028","physical","Non-carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 51 - 69% natural vegetable juice. This does not include flavored water. This does include sweetened cocktail mixes that can be combined with alcohol. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients.","Soft Drinks - Non-Carbonated - 51-69% Vegetable juice"
"txcd_41040029","physical","Non-carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 70 - 99% natural fruit juice. This does not include flavored water. This does include sweetened cocktail mixes that can be combined with alcohol. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients.","Soft Drinks - Non-Carbonated - 70-99% Fruit juice"
"txcd_41040030","physical","Non-carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 70 - 99% natural vegetable juice. This does not include flavored water. This does include sweetened cocktail mixes that can be combined with alcohol. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients.","Soft Drinks - Non-Carbonated - 70-99% Vegetable juice"
"txcd_41050001","physical","Ready to drink coffee based beverage containing milk or milk substitute.","Bottled coffee - Containing Milk or Milk Substitute"
"txcd_41050002","physical","Ready to drink coffee based beverage not containing milk, containing natural or artificial sweetener.","Bottled Coffee - No Milk - Sweetened"
"txcd_41050003","physical","Ready to drink coffee based beverage containing neither milk nor natural or artificial sweeteners.","Bottled Coffee - No Milk - Unsweetened"
"txcd_41050004","physical","Ready to drink carbonated beverage containing tea and without any natural or artificial sweeteners.","Bottled Tea - Carbonated - Unsweetened"
"txcd_41050005","physical","Ready to drink non-carbonated beverage containing tea without natural or artificial sweeteners.","Bottled Tea - Non-Carbonated - Unsweetened"
"txcd_41050006","physical","Coffee beans or ground coffee.","Coffee Beans or Ground Coffee"
"txcd_41050007","physical","Ready to drink carbonated beverage containing tea with natural or artificial sweeteners.","Bottled Tea - Carbonated - Sweetened"
"txcd_41050008","physical","Tea leaves and tea bags.","Tea Leaves or Tea Bags"
"txcd_41051001","physical","Carbonated beverages marketed as energy drinks, carrying a Supplement Facts Label, that contain a blend of energy enhancing vitamins, minerals, herbals, stimulants, etc.","Energy Beverages - Carbonated - with Supplement Facts Label"
"txcd_41051002","physical","Non-carbonated beverages marketed as energy drinks, carrying a Supplement Facts Label, that contain a blend of energy enhancing vitamins, minerals, herbals, stimulants, etc.","Energy Beverages - Non-Carbonated - with Supplement Facts Label"
"txcd_41052001","physical","Non-alcoholic beer is beer with little or no alcohol content. In the United States, beverages containing less than 0.5% alcohol by volume (ABV) fall under this term.","Food and Beverage - Non-Alcoholic Beer/ Wine"
"txcd_41053001","physical","Ready to drink beverages, containing milk, formulated and labeled for their nutritional value, such as increased caloric or protein intake.","Nutritional Supplement, Protein Drinks, Shakes - Contains Milk"
"txcd_41053002","physical","Ready to drink beverages, not containing milk, formulated and labeled for their nutritional value, such as increased caloric or protein intake and containing natural or artificial sweeteners.","Nutritional Supplement, Protein Drink, Shakes - Contains No Milk"
"txcd_41054001","physical","Powdered mixes to be reconstituted into a drinkable beverage using milk or a milk substitute.","Powdered Drink Mixes - To Be Mixed with Milk"
"txcd_41054002","physical","Powdered mixes to be reconstituted into a drinkable beverage using water.","Powdered Drink Mixes - To Be Mixed with Water"
"txcd_41060003","physical","Milk type beverages from non-animal sources, such as soy, rice, almond, coconut, peanut, and hemp.","Milk Substitutes"
"txcd_41060006","physical","Milk or milk substitutes, or drinks with bases of milk, coffee, unsweetened tea or cocoa.","Milk Coffee Tea Cocoa Beverages"
"txcd_50021001","services","Charges associated with recurring membership dues allowing access or use of health clubs and fitness clubs.  Outside of the United States, these charges are not applicable for services provided by non-profit sports organizations.","Fitness Centers - Dues and Membership Fees"
"txcd_50021002","services","Initiation fees are an upfront one-time charge occurring at the time a new member joins a health club or fitness center.  Outside of the United States, these charges are not applicable for services provided by non-profit sports organizations.","Fitness Centers - Initiation Fees"
"txcd_50021003","services","Charges associated with the service of providing in-person personal fitness training or group excercise classes.  Outside of the United States, these charges are not applicable for services provided by non-profit sports organizations.","Fee for Personal Training/Fitness Classes"
"txcd_50021101","services","Charges associated with one-time access for use of health clubs and fitness clubs.  Outside of the United States, these charges are not applicable for services provided by non-profit sports organizations.","Fitness Centers - Single Use Access Fees"
"txcd_50021103","services","Charges associated with the service of providing in-person instruction in an athletic pursuit, eg. golf, tennis, skiing, etc.  Outside of the United States, these charges are not applicable for services provided by non-profit sports organizations.","Fee For Sport Instruction Classes"
"txcd_90000001","physical","A monetary donation for a cause, in which the donee receives nothing in return.","Cash Donation"
"txcd_90020001","services","Gratuity, otherwise known as a tip, is money that a customer leaves for an employee or employees that is in addition to and separate from the amount due for the goods or services rendered.","Optional Gratuity"
"txcd_92010001","physical","A shipping charge for the delivery of physical goods in conjunction with the sale of these goods. This tax category is not appropriate for stand alone transportation charges that are not associated with the sale of the goods being delivered.","Shipping"
